"","D01","D02","D03","D04","D05","D06","D07","D08","D09","B01","B09","B02","B10","B03","B04","B05","B06","B07","B12","B11","B08"
"bin_m11.vmb74",0.230769230769231,0,0,0,0.133333333333333,0,0.461538461538462,0,0.333333333333333,0.3,0.714285714285714,0.08,0.166666666666667,0.636363636363636,0,0,0.296296296296296,0,0,0,0.833333333333333
"bin_m11.vmb84",0.384615384615385,0.115384615384615,0,0,0,0,0,0.272727272727273,0.166666666666667,0.3,0,0.8,1,0.515151515151515,0,0,0.444444444444444,0,0,0,0.833333333333333
"bin_m12.cct109_sub",0.230769230769231,0,0,0,0.133333333333333,0,0,0,0.166666666666667,0,0,0.56,0.666666666666667,0.151515151515152,0,0,0.185185185185185,0,0,0,0.5
"bin_m12.cct139",0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
"bin_m12.cct52_sub",0,0.115384615384615,0,0,0.133333333333333,0,0,0,0.5,0.3,0,0.56,0.5,0.545454545454545,0,0,0.185185185185185,0,0,0,0.833333333333333
"bin_m12.cct83_sub",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0.333333333333333,0.181818181818182,0,0,0,0,0,0,0.833333333333333
"bin_m12.mtb121",0.230769230769231,0.115384615384615,0,0,0,0,0,0.272727272727273,0.0833333333333333,0,0,0.48,0.833333333333333,0.212121212121212,0,0,0.518518518518518,0,0,0,0.833333333333333
"bin_m12.mtb122",0,0.0769230769230769,0,0,0.133333333333333,0,0.153846153846154,0,0.333333333333333,0.3,0,0.12,0.333333333333333,0,0,0,0,0,0,0,0
"bin_m12.mtb124",0.230769230769231,0.0769230769230769,0,0,0,0,0,0.272727272727273,0.166666666666667,0,0,0.08,1,0.0606060606060606,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m12.mtb152",0.0769230769230769,0.0769230769230769,0,0,0.133333333333333,0,0,0.272727272727273,0.166666666666667,0,0,0,1,0.454545454545455,0,0,0.518518518518518,0,0,0,0.833333333333333
"bin_m12.mtb29",0,0,0,0,0,0,0.153846153846154,0.272727272727273,0.0833333333333333,0,0,0,0.5,0.363636363636364,0.0909090909090909,0,0.111111111111111,0,0,0,0.833333333333333
"bin_m12.mtb43",0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.25,0,0,0.08,0.166666666666667,0.181818181818182,0,0,0,0,0,0,0.166666666666667
"bin_m12.mtb81",0.153846153846154,0.230769230769231,0,0,0.133333333333333,0,0.230769230769231,0,0.333333333333333,0.3,0,0.6,0.833333333333333,0.363636363636364,0,0,0.148148148148148,0,0,0,0
"bin_m12.mtb99_sub",0.230769230769231,0.230769230769231,0,0,0.133333333333333,0,0.461538461538462,0,0.0833333333333333,0.3,0,0.52,0.5,0.454545454545455,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m12.mxb67_sub",0.384615384615385,0.153846153846154,0,0,0.133333333333333,0,0.307692307692308,0.272727272727273,0.333333333333333,0.3,0,0.52,0.666666666666667,0.606060606060606,0,0,0.259259259259259,0,0,0,0.833333333333333
"bin_m12.mxb77_sub",0,0,0,0,0,0,0,0,0.166666666666667,0.3,0,0.08,0.166666666666667,0.272727272727273,0,0,0,0,0,0,0.166666666666667
"bin_m12.vmb111",0,0,0,0,0.133333333333333,0,0.153846153846154,0.272727272727273,0.0833333333333333,0,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m12.vmb143",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0,0,0.48,0.5,0.575757575757576,0,0,0.444444444444444,0,0,0,0.666666666666667
"bin_m12.vmb162",0.0769230769230769,0,0,0,0,0,0,0,0.166666666666667,0.3,0,0.04,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667
"bin_m12.vmb38",0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0,0,0.56,0.5,0.363636363636364,0,0,0.0740740740740741,0,0,0,0.166666666666667
"bin_m12.vmb59",0,0,0,0,0.133333333333333,0,0.153846153846154,0.272727272727273,0.166666666666667,0,0,0.08,0.166666666666667,0.0909090909090909,0,0,0,0,0,0,0
"bin_m13.cct136_sub",0.0769230769230769,0.230769230769231,0,0,0,0,0.153846153846154,0,0,0.3,0,0.48,0.5,0.303030303030303,0,0,0,0,0,0,0.666666666666667
"bin_m13.mtb110",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0,0,0.12,0.333333333333333,0.303030303030303,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m13.mtb113_sub",0,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m13.mtb118_sub",0.0769230769230769,0.0769230769230769,0,0,0.266666666666667,0,0,0.272727272727273,0.166666666666667,0,0,0.08,0.333333333333333,0,0,0,0.111111111111111,0,0,0,0.166666666666667
"bin_m13.mtb145",0.153846153846154,0,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0,0.333333333333333,0.0606060606060606,0,0,0.333333333333333,0,0,0,0.666666666666667
"bin_m13.mtb164_sub",0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.416666666666667,0,0,0.56,0.5,0.484848484848485,0,0,0.185185185185185,0,0,0,0.666666666666667
"bin_m13.mtb182",0.153846153846154,0.0769230769230769,0,0,0.133333333333333,0,0,0.272727272727273,0.0833333333333333,0,0,0.08,0.833333333333333,0.484848484848485,0,0,0.296296296296296,0,0,0,0.833333333333333
"bin_m13.mtb194",0,0.192307692307692,0,0,0.133333333333333,0,0.153846153846154,0,0.333333333333333,0.3,0,0.12,0.333333333333333,0,0,0,0,0,0,0,0.166666666666667
"bin_m13.mtb199",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.08,0.333333333333333,0.0909090909090909,0,0,0,0,0,0,0
"bin_m13.mtb55",0,0,0,0,0,0,0,0.272727272727273,0.0833333333333333,0,0,0.8,0.5,0.0606060606060606,0,0,0.592592592592593,0,0,0,0.666666666666667
"bin_m13.mtb58",0,0,0,0,0,0,0,0,0,0,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m13.mtb75",0,0,0,0,0.133333333333333,0,0.153846153846154,0.272727272727273,0.0833333333333333,0,0,0.08,0.333333333333333,0.0909090909090909,0,0,0,0,0,0,0
"bin_m13.mtb85",0,0,0,0,0,0,0.153846153846154,0.272727272727273,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"bin_m13.mtb94",0.0769230769230769,0,0,0,0.133333333333333,0,0,0.272727272727273,0.0833333333333333,0,0,0,0.5,0.0606060606060606,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m13.mtb95",0.0769230769230769,0,0,0,0.133333333333333,0,0.307692307692308,0.272727272727273,0.416666666666667,0.3,0,0.56,0.5,0.606060606060606,0,0,0.148148148148148,0,0,0,0.666666666666667
"bin_m13.mtb98",0,0,0,0,0,0,0,0.272727272727273,0,0,0,0.08,0.333333333333333,0,0,0,0,0,0,0,0.166666666666667
"bin_m13.mxb183_sub",0,0,0,0,0,0,0,0,0.0833333333333333,0.6,0,0.48,0.666666666666667,0.272727272727273,0,0,0,0,0,0,0.5
"bin_m13.mxb31",0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m13.mxb55_sub",0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0,0.5,0.272727272727273,0,0,0.111111111111111,0,0,0,0.666666666666667
"bin_m13.mxb57",0,0,0,0,0,0,0.307692307692308,0.727272727272727,0.0833333333333333,0,0.714285714285714,0.8,0.833333333333333,0.757575757575758,0,0,0.259259259259259,0,0,0,0.833333333333333
"bin_m13.mxb60_sub",0.230769230769231,0,0,0,0,0,0,0,0.416666666666667,0,0,0.56,0.5,0.636363636363636,0,0,0.444444444444444,0,0,0,0.833333333333333
"bin_m13.mxb67_sub",0.230769230769231,0.230769230769231,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0,0.714285714285714,0.04,0.5,0.242424242424242,0,0,0.111111111111111,0,0,0,0
"bin_m13.mxb7",0.153846153846154,0.230769230769231,0,0,0,0,0.153846153846154,0,0.25,0.3,0,0,0.333333333333333,0.0909090909090909,0,0,0.111111111111111,0,0,0,0.666666666666667
"bin_m13.vmb103",0.307692307692308,0,0,0,0,0,0,0.272727272727273,0.0833333333333333,0,0,0.08,0.833333333333333,0.0606060606060606,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m13.vmb111",0,0,0,0,0,0,0.153846153846154,0,0.333333333333333,0,0,0,0.166666666666667,0.181818181818182,0,0,0.111111111111111,0,0,0,0.833333333333333
"bin_m13.vmb114",0.153846153846154,0,0.4,0,0.133333333333333,0,0.461538461538462,0.272727272727273,0.333333333333333,0.3,0,0.56,0.5,0.424242424242424,0,0,0.148148148148148,0,0,0,0.666666666666667
"bin_m13.vmb131",0.0769230769230769,0,0,0,0.133333333333333,0,0,0,0.25,0.3,0,0.08,0.5,0.272727272727273,0,0,0,0,0,0,0.666666666666667
"bin_m13.vmb150",0.230769230769231,0,0,0,0,0,0.307692307692308,0.272727272727273,0.416666666666667,0.7,0,0.56,0.5,0.575757575757576,0,0,0.259259259259259,0,0,0,0.166666666666667
"bin_m13.vmb30",0,0.5,0,0,0.266666666666667,0,0.307692307692308,0.727272727272727,0.166666666666667,0.7,0,0.76,0.333333333333333,0.424242424242424,0,0,0.444444444444444,0,0,0,0.833333333333333
"bin_m13.vmb37",0.230769230769231,0,0,0,0.133333333333333,0,0,0,0,0,0,0.56,0.5,0.424242424242424,0,0,0,0,0,0,0.333333333333333
"bin_m13.vmb72",0.0769230769230769,0,0,0,0.133333333333333,0,0.153846153846154,0,0,0.3,0,0.48,0.5,0.303030303030303,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m13.vmb79",0,0.0769230769230769,0,0,0.133333333333333,0,0.461538461538462,0,0.25,0.3,0,0.6,0.5,0.454545454545455,0.0909090909090909,0,0.148148148148148,0,0,0,0.666666666666667
"bin_m13.vmb90",0.384615384615385,0,0,0,0.133333333333333,0,0,0,0.166666666666667,0.3,0,0.6,0.5,0.636363636363636,0,0,0.185185185185185,0,0,0,0
"bin_m14.cct152",0,0,0,0,0.133333333333333,0,0.153846153846154,0,0.0833333333333333,0.3,0,0.48,0.833333333333333,0.424242424242424,0.0909090909090909,0,0.296296296296296,0,0,0,0.333333333333333
"bin_m14.cct71",0.153846153846154,0,0,0,0,0,0.461538461538462,0,0.0833333333333333,0,0,0.48,0.5,0.303030303030303,0,0,0.111111111111111,0,0,0,0.166666666666667
"bin_m14.mtb117_sub",0.230769230769231,0.0769230769230769,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0,0,0.56,0.666666666666667,0.575757575757576,0,0,0.296296296296296,0,0,0,0.833333333333333
"bin_m14.mtb121",0.0769230769230769,0,0,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0.3,0,0.6,0.5,0.424242424242424,0,0,0.296296296296296,0,0,0,0.666666666666667
"bin_m14.mtb129",0.153846153846154,0.0769230769230769,0,0,0.266666666666667,0,0,0.272727272727273,0.0833333333333333,0,0,0.12,0.333333333333333,0.121212121212121,0,0,0.037037037037037,0,0,0,0.666666666666667
"bin_m14.mtb131",0.0769230769230769,0.0769230769230769,0.4,0,0.133333333333333,0,0,0,0.5,0,0,0.48,0.333333333333333,0.303030303030303,0,0,0.148148148148148,0,0,0,0.166666666666667
"bin_m14.mtb143",0,0.115384615384615,0,0,0,0,0,0,0.0833333333333333,0.3,0,0,0.833333333333333,0.515151515151515,0,0,0.148148148148148,0,0,0,0.833333333333333
"bin_m14.mtb145_sub",0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"bin_m14.mtb152_sub",0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0,0,0.56,0.5,0.272727272727273,0,0,0.0740740740740741,0,0,0,0.166666666666667
