"","D01","D02","D03","D04","D05","D06","D07","D08","D09","B01","B09","B02","B10","B03","B04","B05","B06","B07","B12","B11","B08"
"bin_m10.cct54_sub",0.124615384615385,0.117307692307692,0,0,0.18,0,0.257692307692308,0.336363636363636,0.166666666666667,0.513,0.0857142857142857,0.168,0.386666666666667,0.258181818181818,0.0936363636363636,0.02,0.166666666666667,0.0168333333333333,0.0857142857142857,0.0285714285714286,0.265
"bin_m10.cct7_sub",0.125384615384615,0.0807692307692308,0.04,0,0.08,0.004,0.0892307692307692,0.0909090909090909,0.0416666666666667,0.532,0.1,0.26,0.116666666666667,0.166969696969697,0.00909090909090909,0.108,0.163703703703704,0.0105,0.0285714285714286,0.0285714285714286,0.283333333333333
"bin_m10.mtb109",0.326153846153846,0.314615384615385,0.064,0.01,0.166666666666667,0,0.108461538461538,0.0181818181818182,0.0833333333333333,0.564,0.414285714285714,0.736,1,0.590909090909091,0.0481818181818182,0.02,0.610740740740741,0.0301666666666667,0.114285714285714,0.0285714285714286,0.85
"bin_m10.mtb12",0.491538461538462,0.139615384615385,0.064,0.01,0.18,0,0.354615384615385,0.336363636363636,0.0916666666666667,0.513,0.428571428571429,0.7176,0.94,0.477272727272727,0.0481818181818182,0.02,0.581111111111111,0.0301666666666667,0.0857142857142857,0.0285714285714286,0.755
"bin_m10.mtb135",0.562307692307692,0.215384615384615,0.064,0.01,0.133333333333333,0.0056,0.339230769230769,0.290909090909091,0.166666666666667,0.513,0.342857142857143,0.736,1,0.713636363636364,0.0481818181818182,0,0.542222222222222,0.0301666666666667,0.185714285714286,0.0285714285714286,0.833333333333333
"bin_m10.mtb158",0.412307692307692,0.0923076923076923,0,0.05625,0.082,0.004,0.534615384615385,0.0909090909090909,0.175,0.513,0.428571428571429,0.5632,0.865,0.38030303030303,0.0936363636363636,0.02,0.232222222222222,0.0278333333333333,0.0857142857142857,0.0285714285714286,0.761666666666667
"bin_m10.mtb172_sub",0.919230769230769,0.366153846153846,0.18,0.01,0.282,0.0216,0.542307692307692,0.145454545454545,0.241666666666667,0.988,0.557142857142857,0.7456,0.966666666666667,0.731212121212121,0.0663636363636364,0.02,0.514444444444444,0.0288333333333333,0.0571428571428571,0.0285714285714286,0.783333333333333
"bin_m10.mtb18_sub",0.516153846153846,0.201153846153846,0.2,0.01,0.06,0.004,0.411538461538462,0.0909090909090909,0.25,0.718,0.428571428571429,0.3288,0.866666666666667,0.36030303030303,0.102727272727273,0.02,0.220740740740741,0.0278333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m10.mtb180",0.331538461538462,0.147307692307692,0.2,0.05625,0.188666666666667,0.0056,0.442307692307692,0.0909090909090909,0.00833333333333333,0.592,0.428571428571429,0.6656,0.85,0.563333333333333,0.0481818181818182,0.02,0.17962962962963,0.0245,0.0571428571428571,0.0285714285714286,0.646666666666667
"bin_m10.mtb200",0.520769230769231,0.217307692307692,0,0.01,0.0466666666666667,0,0.366153846153846,0.336363636363636,0.00833333333333333,0.513,0.428571428571429,0.776,1,0.676969696969697,0.0481818181818182,0.02,0.57,0.0301666666666667,0.142857142857143,0.0285714285714286,0.85
"bin_m10.mtb203",0.398461538461538,0.115384615384615,0.06,0.01,0.0933333333333333,0.016,0.243076923076923,0.118181818181818,0.0583333333333333,0.694,0.528571428571429,0.7704,0.883333333333333,0.641212121212121,0.0390909090909091,0.108,0.357777777777778,0.0331666666666667,0.0285714285714286,0.0285714285714286,0.733333333333333
"bin_m10.mtb248",0.366923076923077,0.403846153846154,0,0.01,0.0953333333333333,0.004,0.45,0.0909090909090909,0.183333333333333,0.354,0.442857142857143,0.3712,0.866666666666667,0.565151515151515,0.0572727272727273,0.02,0.291111111111111,0.026,0.0857142857142857,0.0285714285714286,0.828333333333333
"bin_m10.mtb37",0.126923076923077,0.0519230769230769,0.08,0,0.0426666666666667,0.0056,0.0507692307692308,0.290909090909091,0,0.662,0.414285714285714,0.576,0.795,0.342424242424242,0.0936363636363636,0.02,0.49037037037037,0.0218333333333333,0.0571428571428571,0.0285714285714286,0.811666666666667
"bin_m10.mtb58",0.661538461538462,0.514615384615385,0,0.01,0.104,0.0152,0.0969230769230769,0.0909090909090909,0.25,0.697,0.0857142857142857,0.6808,0.865,0.748484848484849,0.109090909090909,0.02,0.527777777777778,0.0315,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m10.mtb70",0.102307692307692,0.0134615384615385,0,0.05625,0.166666666666667,0,0.403846153846154,0.0181818181818182,0,0.718,0.0714285714285714,0,0.823333333333333,0.256969696969697,0.0481818181818182,0.02,0.150740740740741,0.0148333333333333,0.0571428571428571,0.0285714285714286,0.55
"bin_m10.mtb71",0.501538461538461,0.270769230769231,0.2,0.01,0.179333333333333,0.0228,0.526923076923077,0.0909090909090909,0.25,0.564,0.428571428571429,0.7,0.866666666666667,0.696363636363636,0.139090909090909,0.02,0.218518518518519,0.0301666666666667,0.0857142857142857,0.0285714285714286,0.716666666666667
"bin_m10.mtb86",0.509230769230769,0.140384615384615,0.064,0.01,0.233333333333333,0,0.223846153846154,0.0909090909090909,0.0916666666666667,0.588,0.428571428571429,0.696,0.906666666666667,0.495151515151515,0.0481818181818182,0.02,0.552222222222222,0.0288333333333333,0.0857142857142857,0.0285714285714286,0.755
"bin_m10.mxb17",0.473076923076923,0.270769230769231,0.2,0.01,0.179333333333333,0.0228,0.526923076923077,0.0909090909090909,0.0833333333333333,0.564,0.428571428571429,0.62,0.866666666666667,0.696363636363636,0.0481818181818182,0.02,0.218518518518519,0.0348333333333333,0.0857142857142857,0.0285714285714286,0.716666666666667
"bin_m10.mxb39",0.125384615384615,0.0903846153846154,0,0,0.08,0.004,0.0584615384615385,0.0909090909090909,0.025,0.492,0.1,0.148,0.1,0.142424242424242,0.00909090909090909,0.108,0.137777777777778,0.00716666666666667,0.0285714285714286,0.0285714285714286,0.236666666666667
"bin_m10.mxb49",0.754615384615385,0.287692307692308,0.124,0,0.0933333333333333,0.008,0.300769230769231,0.118181818181818,0.2,0.694,0.457142857142857,0.8344,0.933333333333333,0.680909090909091,0.0572727272727273,0.02,0.668518518518519,0.0331666666666667,0.0857142857142857,0.0285714285714286,0.845
"bin_m10.mxb52",0.615384615384615,0.0865384615384615,0,0.01,0.233333333333333,0.0056,0.327692307692308,0.336363636363636,0.0833333333333333,0.537,0.0714285714285714,0.816,0.99,0.298181818181818,0.0481818181818182,0.02,0.444074074074074,0.0218333333333333,0.128571428571429,0.0285714285714286,0.811666666666667
"bin_m10.mxb53",0.467692307692308,0.205769230769231,0,0,0.126666666666667,0,0.0584615384615385,0.0909090909090909,0.00833333333333333,0.594,0.428571428571429,0.752,0.961666666666667,0.474848484848485,0.0481818181818182,0.02,0.618518518518518,0.0301666666666667,0.0857142857142857,0.0285714285714286,0.761666666666667
"bin_m10.mxb56_sub",0.570769230769231,0.801923076923077,0.466,0.01,0.503333333333333,0.1052,0.648461538461538,0.745454545454545,0.25,0.931,0.428571428571429,0.9832,0.931666666666667,0.945757575757576,0.157272727272727,0.12,0.835185185185185,0.0266666666666667,0.114285714285714,0.0285714285714286,0.933333333333333
"bin_m10.mxb78_sub",0.663846153846154,0.523846153846154,0.08,0.05625,0.0686666666666667,0.04,0.341538461538462,0.0909090909090909,0.258333333333333,0.799,0.835714285714286,0.7584,0.866666666666667,0.740606060606061,0.0936363636363636,0.02,0.246666666666667,0.0288333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m10.mxb87_sub",0.418461538461538,0.101153846153846,0.04,0.01,0.102,0.004,0.442307692307692,0.118181818181818,0.191666666666667,0.788,0.442857142857143,0.416,0.858333333333333,0.426363636363636,0.0572727272727273,0.02,0.291851851851852,0.0298333333333333,0.0857142857142857,0.0285714285714286,0.828333333333333
"bin_m10.vmb1",0.61,0.502692307692308,0.26,0.01,0.203333333333333,0.0096,0.464615384615385,0.0909090909090909,0.2,0.839,0.442857142857143,0.748,0.788333333333333,0.766363636363636,0.0572727272727273,0.02,0.565185185185185,0.0431666666666667,0.0857142857142857,0.108571428571429,0.695
"bin_m10.vmb10",0.681538461538462,0.422307692307692,0.06,0.0525,0.16,0.004,0.127692307692308,0.336363636363636,0.2,0.613,0.114285714285714,0.916,0.808333333333333,0.552424242424242,0.0845454545454545,0.108,0.533333333333333,0.0318333333333333,0.1,0.0285714285714286,0.733333333333333
"bin_m10.vmb106",0.6,0.441538461538462,0,0.01,0.0466666666666667,0,0.0507692307692308,0.336363636363636,0.00833333333333333,0.462,0.428571428571429,0.7088,1,0.671212121212121,0.0481818181818182,0.108,0.721851851851852,0.0191666666666667,0.142857142857143,0.0285714285714286,0.75
"bin_m10.vmb116",0.396153846153846,0.136538461538462,0.124,0,0.146666666666667,0.004,0.108461538461538,0.118181818181818,0.0416666666666667,0.674,0.442857142857143,0.6792,0.996666666666667,0.58969696969697,0.0390909090909091,0.108,0.555185185185185,0.0201666666666667,0.157142857142857,0.0285714285714286,0.771666666666667
"bin_m10.vmb122",0.396923076923077,0.1,0.06,0.01,0.115333333333333,0.0096,0.243076923076923,0.118181818181818,0.191666666666667,0.562,0.457142857142857,0.6472,0.916666666666667,0.506060606060606,0.0572727272727273,0.02,0.261111111111111,0.0331666666666667,0.0857142857142857,0.0285714285714286,0.78
"bin_m10.vmb141",0.250769230769231,0.0711538461538462,0.304,0.01,0.03,0.008,0.326923076923077,0.745454545454545,0.0833333333333333,0.275,0.714285714285714,0.8992,0.963333333333333,0.814545454545455,0.111818181818182,0,0.490740740740741,0.0301666666666667,0.114285714285714,0.0285714285714286,0.916666666666667
"bin_m10.vmb15",0.385384615384615,0.143461538461538,0.064,0.01,0.06,0,0.0776923076923077,0.0909090909090909,0.0916666666666667,0.618,0.428571428571429,0.8432,0.998333333333333,0.391818181818182,0.0481818181818182,0.02,0.67,0.0251666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m10.vmb163_sub",0.59,0.357307692307692,0.06,0.05625,0.208666666666667,0.004,0.442307692307692,0.118181818181818,0.2,0.583,0.114285714285714,0.7624,0.836666666666667,0.652727272727273,0.0572727272727273,0.02,0.255185185185185,0.0345,0.0857142857142857,0.0285714285714286,0.845
"bin_m10.vmb169",0.313076923076923,0.181923076923077,0,0.01,0.205333333333333,0.0056,0.204615384615385,0.0909090909090909,0.258333333333333,0.799,0.428571428571429,0.6616,0.808333333333333,0.761515151515151,0.0936363636363636,0.02,0.328888888888889,0.0288333333333333,0.0571428571428571,0.0285714285714286,0.811666666666667
"bin_m10.vmb194",0.592307692307692,0.603076923076923,0.04,0.01,0.166666666666667,0.0056,0.0892307692307692,0.518181818181818,0.166666666666667,0.537,0.414285714285714,0.96,1,0.721515151515152,0.0481818181818182,0.108,0.675925925925926,0.0301666666666667,0.185714285714286,0.0285714285714286,0.85
"bin_m10.vmb32",0.183076923076923,0.0538461538461538,0.154,0.01,0.166666666666667,0,0.269230769230769,0.336363636363636,0.00833333333333333,0.507,0.0857142857142857,0.2336,0.665,0.33030303030303,0.139090909090909,0.108,0.282222222222222,0.0231666666666667,0.0571428571428571,0.0285714285714286,0.25
"bin_m10.vmb38",0.332307692307692,0.198076923076923,0.1,0.01,0.133333333333333,0.016,0.158461538461538,0.145454545454545,0.175,0.641,0.2,0.448,0.778333333333333,0.433333333333333,0.0663636363636364,0.02,0.303703703703704,0.0283333333333333,0.0571428571428571,0.0285714285714286,0.566666666666667
"bin_m10.vmb62",0.3,0.198076923076923,0.1,0,0.133333333333333,0.016,0.158461538461538,0.145454545454545,0.175,0.641,0.2,0.448,0.733333333333333,0.424242424242424,0.0663636363636364,0.02,0.340740740740741,0.02,0.0571428571428571,0.0285714285714286,0.583333333333333
"bin_m10.vmb68_sub",0.506923076923077,0.301923076923077,0,0.03625,0.0333333333333333,0,0.0892307692307692,0.290909090909091,0.166666666666667,0.588,0.414285714285714,0.6448,0.833333333333333,0.713636363636364,0.0481818181818182,0.02,0.60037037037037,0.0301666666666667,0.114285714285714,0.0285714285714286,0.833333333333333
"bin_m10.vmb93_sub",0.379230769230769,0.397307692307692,0.2,0.05625,0.102,0.004,0.45,0.0909090909090909,0.191666666666667,0.718,0.442857142857143,0.4192,0.883333333333333,0.374545454545455,0.0572727272727273,0.108,0.243703703703704,0.0381666666666667,0.0857142857142857,0.0285714285714286,0.828333333333333
"bin_m10.vmb94",0.575384615384615,0.217307692307692,0,0.01,0.146666666666667,0.004,0.0584615384615385,0.336363636363636,0.1,0.618,0.442857142857143,0.852,0.908333333333333,0.477575757575758,0.0272727272727273,0.02,0.658518518518519,0.0335,0.157142857142857,0.0285714285714286,0.528333333333333
"bin_m11.cct146_sub",0.340769230769231,0.173076923076923,0.26,0,0.128666666666667,0.0276,0.273846153846154,0.118181818181818,0.441666666666667,0.767,0.528571428571429,0.7048,0.818333333333333,0.712727272727273,0.118181818181818,0.02,0.512962962962963,0.0435,0.0857142857142857,0.217142857142857,0.845
"bin_m11.cct159",0.221538461538462,0.109615384615385,0,0.01,0.18,0.0056,0.534615384615385,0.609090909090909,0.00833333333333333,0.799,0.428571428571429,0.732,0.825,0.741818181818182,0.157272727272727,0.02,0.655555555555556,0.0348333333333333,0.142857142857143,0.0285714285714286,0.85
"bin_m11.cct57",0,0.0519230769230769,0,0.01,0.0133333333333333,0,0.0123076923076923,0.745454545454545,0.0833333333333333,0.534,0.342857142857143,0.872,0.921666666666667,0.695757575757576,0.0663636363636364,0.1,0.537407407407407,0.0301666666666667,0.114285714285714,0.0285714285714286,0.833333333333333
"bin_m11.cct71_sub",0.238461538461538,0.175,0.1,0.01,0.12,0.016,0.127692307692308,0.145454545454545,0.15,0.611,0.185714285714286,0.352,0.691666666666667,0.348484848484849,0.0663636363636364,0.02,0.316296296296296,0.02,0.0571428571428571,0.0285714285714286,0.483333333333333
"bin_m11.cct89_sub",0.624615384615385,0.291538461538462,0.06,0,0.208666666666667,0.0444,0.288461538461538,0.118181818181818,0.341666666666667,0.613,0.185714285714286,0.6216,0.891666666666667,0.743030303030303,0.0454545454545455,0.108,0.500740740740741,0.0195,0.142857142857143,0.0285714285714286,0.75
"bin_m11.cct96",0.480769230769231,0.235,0,0.05625,0.205333333333333,0.0228,0.403846153846154,0.0909090909090909,0.258333333333333,0.799,0.0857142857142857,0.6648,0.8,0.749393939393939,0.111818181818182,0.02,0.216666666666667,0.0288333333333333,0.142857142857143,0.0285714285714286,0.85
"bin_m11.mtb101",0.618461538461539,0.459230769230769,0.28,0.01,0.198,0.0344,0.341538461538462,0.0909090909090909,0.341666666666667,0.799,0.428571428571429,0.712,0.866666666666667,0.625151515151515,0.0936363636363636,0.02,0.490740740740741,0.0141666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m11.mtb107",0.662307692307692,0.136538461538462,0.064,0.01,0.246666666666667,0,0.0776923076923077,0.336363636363636,0.166666666666667,0.594,0.428571428571429,0.824,0.595,0.29,0.0481818181818182,0.02,0.660740740740741,0.0301666666666667,0.157142857142857,0.0285714285714286,0.705
"bin_m11.mtb133",0.375384615384615,0.148076923076923,0,0.01,0.168666666666667,0,0.0123076923076923,0.290909090909091,0,0.513,0,0.8512,0.958333333333333,0.576363636363636,0.0936363636363636,0,0.613703703703704,0.0218333333333333,0.185714285714286,0.0285714285714286,0.833333333333333
"bin_m11.mtb193",0.570769230769231,0.351923076923077,0.064,0.01,0.113333333333333,0,0.346923076923077,0.0909090909090909,0.166666666666667,0.564,0.428571428571429,0.696,0.865,0.69030303030303,0.0481818181818182,0.02,0.70037037037037,0.0191666666666667,0.142857142857143,0.0285714285714286,0.85
"bin_m11.mtb203",0.431538461538462,0.316538461538462,0.08,0.01,0.276666666666667,0.0212,0.250769230769231,0.0909090909090909,0.258333333333333,0.799,0.428571428571429,0.7216,0.783333333333333,0.755757575757576,0.102727272727273,0.108,0.618518518518518,0.0321666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m11.mtb206",0.424615384615385,0.201153846153846,0.2,0.05625,0.06,0.004,0.212307692307692,0.0909090909090909,0.175,0.697,0.428571428571429,0.2592,0.821666666666667,0.398484848484848,0.0481818181818182,0.02,0.222222222222222,0.0181666666666667,0.0857142857142857,0.0285714285714286,0.761666666666667
"bin_m11.mtb208",0.303076923076923,0.314615384615385,0.064,0.01,0.16,0,0.07,0.0181818181818182,0.0833333333333333,0.534,0.342857142857143,0.736,1,0.593939393939394,0.0481818181818182,0,0.616296296296296,0.0301666666666667,0.114285714285714,0.0285714285714286,0.833333333333333
"bin_m11.mtb241_sub",0.489230769230769,0.460384615384615,0,0.01,0.166666666666667,0.0284,0.212307692307692,0.0909090909090909,0.175,0.462,0.428571428571429,0.752,0.821666666666667,0.784848484848485,0.157272727272727,0.02,0.365555555555556,0.0288333333333333,0.142857142857143,0.217142857142857,0.8
"bin_m11.mtb243",0.589230769230769,0.126923076923077,0.064,0.01,0.113333333333333,0,0.0776923076923077,0.336363636363636,0.166666666666667,0.588,0.428571428571429,0.564,0.675,0.377272727272727,0.0481818181818182,0.02,0.47037037037037,0.0218333333333333,0.157142857142857,0.0285714285714286,0.705
"bin_m11.mtb249",0.0823076923076923,0.0442307692307692,0,0.01,0.0686666666666667,0.0228,0.327692307692308,0.0909090909090909,0.333333333333333,0.564,0.428571428571429,0.7024,0.783333333333333,0.652121212121212,0.0936363636363636,0.02,0.138888888888889,0.0218333333333333,0.0857142857142857,0.0285714285714286,0.55
"bin_m11.mtb265",0.684615384615385,0.462307692307692,0.28,0.01,0.246,0.0096,0.335384615384615,0.0909090909090909,0.341666666666667,0.799,0.428571428571429,0.8384,0.863333333333333,0.755757575757576,0.0936363636363636,0.02,0.386666666666667,0.0321666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m11.mtb57",0.223076923076923,0.175,0.06,0.01,0.106666666666667,0.016,0.127692307692308,0.145454545454545,0.0583333333333333,0.632,0.185714285714286,0.352,0.408333333333333,0.324242424242424,0.0363636363636364,0.02,0.325925925925926,0.0171666666666667,0.0571428571428571,0.0285714285714286,0.433333333333333
"bin_m11.mtb58",0.443076923076923,0.365384615384615,0.2,0.05625,0.0686666666666667,0.0056,0.442307692307692,0.0636363636363636,0.166666666666667,0.483,0.414285714285714,0.624,0.823333333333333,0.509393939393939,0.0481818181818182,0.02,0.158148148148148,0.0231666666666667,0.0571428571428571,0.0285714285714286,0.646666666666667
"bin_m11.mtb59",0.504615384615385,0.196153846153846,0.02,0.05625,0.168666666666667,0.004,0.534615384615385,0.0909090909090909,0.191666666666667,0.634,0.442857142857143,0.7304,0.883333333333333,0.664848484848485,0.0572727272727273,0.02,0.261481481481481,0.0298333333333333,0.0857142857142857,0.0285714285714286,0.828333333333333
"bin_m11.mtb76",0.589230769230769,0.71,0.28,0.05625,0.302666666666667,0.0116,0.226153846153846,0.0909090909090909,0.25,0.931,0.428571428571429,0.7984,0.866666666666667,0.741212121212121,0.0936363636363636,0.02,0.465185185185185,0.0455,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m11.mxb20",0.464615384615385,0.351923076923077,0,0.01,0.135333333333333,0,0.204615384615385,0.0909090909090909,0.25,0.799,0.428571428571429,0.3464,0.866666666666667,0.549393939393939,0.0481818181818182,0.02,0.232592592592593,0.0231666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m11.mxb53",0.493076923076923,0.276153846153846,0.24,0.01,0.102,0.004,0.349230769230769,0.0909090909090909,0.0416666666666667,0.839,0.442857142857143,0.7544,0.8,0.651818181818182,0.0572727272727273,0.02,0.254074074074074,0.0306666666666667,0.0857142857142857,0.0285714285714286,0.828333333333333
"bin_m11.mxb6",0.62,0.827692307692308,0.546,0.01,0.603333333333333,0.24,0.717692307692308,0.909090909090909,0.25,0.925,0.585714285714286,1,0.981666666666667,0.98,0.357272727272727,0,0.938518518518519,0.0496666666666667,0.114285714285714,0.0285714285714286,0.916666666666667
"bin_m11.vmb104",0.611538461538462,0.399615384615385,0.2,0.05625,0.345333333333333,0.0152,0.335384615384615,0.0909090909090909,0.35,0.799,0.442857142857143,0.7856,0.866666666666667,0.786060606060606,0.157272727272727,0.02,0.46037037037037,0.0335,0.142857142857143,0.0285714285714286,0.805
"bin_m11.vmb173",0.521538461538462,0.226153846153846,0,0.04625,0.166666666666667,0.0056,0.411538461538462,0.0909090909090909,0.0916666666666667,0.718,0.0857142857142857,0.752,0.84,0.703333333333333,0.0845454545454545,0.02,0.23,0.0301666666666667,0.142857142857143,0.0285714285714286,0.65
"bin_m11.vmb184",0.629230769230769,0.492307692307692,0.124,0.01,0.146666666666667,0.0096,0.25,0.336363636363636,0.0416666666666667,0.315,0.1,0.7168,0.951666666666667,0.665454545454546,0.0572727272727273,0.02,0.587777777777778,0.0285,0.0857142857142857,0.0285714285714286,0.771666666666667
"bin_m11.vmb199",0.525384615384615,0.470384615384615,0,0.01,0.148666666666667,0.0152,0.45,0.0909090909090909,0.341666666666667,0.799,0.428571428571429,0.7264,0.825,0.758181818181818,0.157272727272727,0.02,0.401111111111111,0.0321666666666667,0.142857142857143,0.0285714285714286,0.85
"bin_m11.vmb200_sub",0.496923076923077,0.342307692307692,0.1,0.05625,0.2,0.016,0.3,0.145454545454545,0.166666666666667,0.29,0.2,0.4752,0.646666666666667,0.466666666666667,0.0363636363636364,0.02,0.330740740740741,0.038,0.0571428571428571,0.0285714285714286,0.603333333333333
"bin_m11.vmb25",0.495384615384615,0.247307692307692,0.06,0.01,0.182,0.004,0.480769230769231,0.118181818181818,0.191666666666667,0.788,0.457142857142857,0.416,0.875,0.374848484848485,0.0390909090909091,0.108,0.268888888888889,0.0331666666666667,0.0285714285714286,0.0285714285714286,0.733333333333333
"bin_m11.vmb32",0.286153846153846,0.0826923076923077,0,0.05625,0.188666666666667,0,0.442307692307692,0.0909090909090909,0.175,0.718,0.428571428571429,0.2944,0.866666666666667,0.371212121212121,0.0481818181818182,0.02,0.19037037037037,0.0231666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m11.vmb45",0.536923076923077,0.393846153846154,0.22,0.05625,0.306666666666667,0.0096,0.335384615384615,0.0909090909090909,0.2,0.663,0.1,0.7024,0.88,0.804545454545455,0.120909090909091,0.02,0.543703703703704,0.0355,0.142857142857143,0.0285714285714286,0.783333333333333
"bin_m11.vmb61",0.347692307692308,0.198076923076923,0.1,0.01,0.133333333333333,0.016,0.158461538461538,0.145454545454545,0.175,0.641,0.2,0.448,0.716666666666667,0.390909090909091,0.0663636363636364,0.02,0.318518518518519,0.02,0.0571428571428571,0.0285714285714286,0.566666666666667
"bin_m11.vmb74",0.616153846153846,0.376153846153846,0.196,0.05625,0.284666666666667,0.0384,0.573076923076923,0.0909090909090909,0.341666666666667,0.718,0.835714285714286,0.6384,0.605,0.803333333333333,0.120909090909091,0.02,0.567777777777778,0.0321666666666667,0.142857142857143,0.0285714285714286,0.85
"bin_m11.vmb84",0.7,0.355769230769231,0.064,0.01,0.126666666666667,0,0.0776923076923077,0.336363636363636,0.166666666666667,0.799,0.428571428571429,0.824,0.996666666666667,0.765151515151515,0.0481818181818182,0.02,0.699259259259259,0.0301666666666667,0.142857142857143,0.0285714285714286,0.85
"bin_m12.cct109_sub",0.677692307692308,0.228076923076923,0.1,0.01,0.2,0.0216,0.312307692307692,0.145454545454545,0.225,0.415,0.542857142857143,0.8472,0.925,0.613333333333333,0.0363636363636364,0.02,0.618148148148148,0.0256666666666667,0.128571428571429,0.0285714285714286,0.733333333333333
"bin_m12.cct139",0.125384615384615,0.0807692307692308,0,0,0.08,0.004,0.0892307692307692,0.0909090909090909,0.0416666666666667,0.492,0.1,0.22,0.116666666666667,0.154545454545455,0.00909090909090909,0.108,0.122222222222222,0.0105,0.0285714285714286,0.0285714285714286,0.236666666666667
"bin_m12.cct52_sub",0.489230769230769,0.503461538461539,0,0.01,0.286666666666667,0.0284,0.210769230769231,0.0181818181818182,0.5,0.769,0.342857142857143,0.7584,0.833333333333333,0.723030303030303,0.111818181818182,0.02,0.348888888888889,0.0288333333333333,0.114285714285714,0.0285714285714286,0.833333333333333
"bin_m12.cct83_sub",0.156153846153846,0.121153846153846,0.06,0.01,0.0933333333333333,0.004,0.0892307692307692,0.118181818181818,0.133333333333333,0.562,0.114285714285714,0.3544,0.666666666666667,0.413636363636364,0.120909090909091,0.02,0.284074074074074,0.0138333333333333,0.142857142857143,0.0285714285714286,0.85
